,Year-Month,Year,Month,District,Mandal,cummRainFall
429,2004-06-01,2004,June,Mancherial,Jannaram,120.6
430,2005-06-01,2005,June,Mancherial,Jannaram,125.2
431,2006-06-01,2006,June,Mancherial,Jannaram,146.8
432,2007-06-01,2007,June,Mancherial,Jannaram,180.0
433,2008-06-01,2008,June,Mancherial,Jannaram,122.2
434,2009-06-01,2009,June,Mancherial,Jannaram,177.7
435,2010-06-01,2010,June,Mancherial,Jannaram,99.8
436,2011-06-01,2011,June,Mancherial,Jannaram,73.0
437,2012-06-01,2012,June,Mancherial,Jannaram,33.05
438,2013-06-01,2013,June,Mancherial,Jannaram,316.0
439,2014-06-01,2014,June,Mancherial,Jannaram,41.0
440,2015-06-01,2015,June,Mancherial,Jannaram,199.2
441,2016-06-01,2016,June,Mancherial,Jannaram,173.8
442,2004-06-01,2004,June,Mancherial,Dandepalle,81.2
443,2005-06-01,2005,June,Mancherial,Dandepalle,205.4
444,2006-06-01,2006,June,Mancherial,Dandepalle,108.0
445,2007-06-01,2007,June,Mancherial,Dandepalle,135.7
446,2008-06-01,2008,June,Mancherial,Dandepalle,168.8
447,2009-06-01,2009,June,Mancherial,Dandepalle,168.2
448,2010-06-01,2010,June,Mancherial,Dandepalle,39.8
449,2011-06-01,2011,June,Mancherial,Dandepalle,65.2
450,2012-06-01,2012,June,Mancherial,Dandepalle,34.0
451,2013-06-01,2013,June,Mancherial,Dandepalle,294.2
452,2014-06-01,2014,June,Mancherial,Dandepalle,33.05
453,2015-06-01,2015,June,Mancherial,Dandepalle,158.0
454,2016-06-01,2016,June,Mancherial,Dandepalle,182.0
455,2004-06-01,2004,June,Mancherial,Luxettipet,78.2
456,2005-06-01,2005,June,Mancherial,Luxettipet,236.2
457,2006-06-01,2006,June,Mancherial,Luxettipet,130.2
458,2007-06-01,2007,June,Mancherial,Luxettipet,135.8
459,2008-06-01,2008,June,Mancherial,Luxettipet,111.0
460,2009-06-01,2009,June,Mancherial,Luxettipet,33.05
461,2010-06-01,2010,June,Mancherial,Luxettipet,33.05
462,2011-06-01,2011,June,Mancherial,Luxettipet,33.05
463,2012-06-01,2012,June,Mancherial,Luxettipet,46.2
464,2013-06-01,2013,June,Mancherial,Luxettipet,316.0
465,2014-06-01,2014,June,Mancherial,Luxettipet,97.4
466,2015-06-01,2015,June,Mancherial,Luxettipet,238.4
467,2016-06-01,2016,June,Mancherial,Luxettipet,163.6
468,2004-06-01,2004,June,Mancherial,Hajipur,50.4
469,2005-06-01,2005,June,Mancherial,Hajipur,183.7
470,2006-06-01,2006,June,Mancherial,Hajipur,62.7
471,2007-06-01,2007,June,Mancherial,Hajipur,123.2
472,2008-06-01,2008,June,Mancherial,Hajipur,174.8
473,2009-06-01,2009,June,Mancherial,Hajipur,78.2
474,2010-06-01,2010,June,Mancherial,Hajipur,33.05
475,2011-06-01,2011,June,Mancherial,Hajipur,84.8
476,2012-06-01,2012,June,Mancherial,Hajipur,93.0
477,2013-06-01,2013,June,Mancherial,Hajipur,308.8
478,2014-06-01,2014,June,Mancherial,Hajipur,75.2
479,2015-06-01,2015,June,Mancherial,Hajipur,216.4
480,2016-06-01,2016,June,Mancherial,Hajipur,262.4
481,2004-06-01,2004,June,Mancherial,Kasipet,88.8
482,2005-06-01,2005,June,Mancherial,Kasipet,196.1
483,2006-06-01,2006,June,Mancherial,Kasipet,77.0
484,2007-06-01,2007,June,Mancherial,Kasipet,149.2
485,2008-06-01,2008,June,Mancherial,Kasipet,92.2
486,2009-06-01,2009,June,Mancherial,Kasipet,119.7
487,2010-06-01,2010,June,Mancherial,Kasipet,50.4
488,2011-06-01,2011,June,Mancherial,Kasipet,55.0
489,2012-06-01,2012,June,Mancherial,Kasipet,79.4
490,2013-06-01,2013,June,Mancherial,Kasipet,213.6
491,2014-06-01,2014,June,Mancherial,Kasipet,33.05
492,2015-06-01,2015,June,Mancherial,Kasipet,301.4
493,2016-06-01,2016,June,Mancherial,Kasipet,224.0
494,2004-06-01,2004,June,Mancherial,Tandur,33.05
495,2005-06-01,2005,June,Mancherial,Tandur,198.0
496,2006-06-01,2006,June,Mancherial,Tandur,38.0
497,2007-06-01,2007,June,Mancherial,Tandur,131.1
498,2008-06-01,2008,June,Mancherial,Tandur,96.4
499,2009-06-01,2009,June,Mancherial,Tandur,136.4
500,2010-06-01,2010,June,Mancherial,Tandur,46.8
501,2011-06-01,2011,June,Mancherial,Tandur,147.6
502,2012-06-01,2012,June,Mancherial,Tandur,79.2
503,2013-06-01,2013,June,Mancherial,Tandur,185.2
504,2014-06-01,2014,June,Mancherial,Tandur,61.6
505,2015-06-01,2015,June,Mancherial,Tandur,236.6
506,2016-06-01,2016,June,Mancherial,Tandur,136.0
507,2004-06-01,2004,June,Mancherial,Bheemini,33.05
508,2005-06-01,2005,June,Mancherial,Bheemini,198.0
509,2006-06-01,2006,June,Mancherial,Bheemini,33.05
510,2007-06-01,2007,June,Mancherial,Bheemini,122.2
511,2008-06-01,2008,June,Mancherial,Bheemini,129.2
512,2009-06-01,2009,June,Mancherial,Bheemini,75.8
513,2010-06-01,2010,June,Mancherial,Bheemini,112.0
514,2011-06-01,2011,June,Mancherial,Bheemini,137.6
515,2012-06-01,2012,June,Mancherial,Bheemini,43.2
516,2013-06-01,2013,June,Mancherial,Bheemini,326.0
517,2014-06-01,2014,June,Mancherial,Bheemini,87.2
518,2015-06-01,2015,June,Mancherial,Bheemini,272.4
519,2016-06-01,2016,June,Mancherial,Bheemini,105.0
520,2004-06-01,2004,June,Mancherial,Kannepalli,33.05
521,2005-06-01,2005,June,Mancherial,Kannepalli,198.0
522,2006-06-01,2006,June,Mancherial,Kannepalli,33.05
523,2007-06-01,2007,June,Mancherial,Kannepalli,122.2
524,2008-06-01,2008,June,Mancherial,Kannepalli,129.2
525,2009-06-01,2009,June,Mancherial,Kannepalli,75.8
526,2010-06-01,2010,June,Mancherial,Kannepalli,112.0
527,2011-06-01,2011,June,Mancherial,Kannepalli,137.6
528,2012-06-01,2012,June,Mancherial,Kannepalli,43.2
529,2013-06-01,2013,June,Mancherial,Kannepalli,326.0
530,2014-06-01,2014,June,Mancherial,Kannepalli,87.2
531,2015-06-01,2015,June,Mancherial,Kannepalli,272.4
532,2016-06-01,2016,June,Mancherial,Kannepalli,105.0
533,2004-06-01,2004,June,Mancherial,Vemanpalle,33.05
534,2005-06-01,2005,June,Mancherial,Vemanpalle,33.05
535,2006-06-01,2006,June,Mancherial,Vemanpalle,33.05
536,2007-06-01,2007,June,Mancherial,Vemanpalle,99.0
537,2008-06-01,2008,June,Mancherial,Vemanpalle,99.0
538,2009-06-01,2009,June,Mancherial,Vemanpalle,41.0
539,2010-06-01,2010,June,Mancherial,Vemanpalle,33.05
540,2011-06-01,2011,June,Mancherial,Vemanpalle,64.2
541,2012-06-01,2012,June,Mancherial,Vemanpalle,141.0
542,2013-06-01,2013,June,Mancherial,Vemanpalle,259.2
543,2014-06-01,2014,June,Mancherial,Vemanpalle,122.6
544,2015-06-01,2015,June,Mancherial,Vemanpalle,411.45
545,2016-06-01,2016,June,Mancherial,Vemanpalle,293.2
546,2004-06-01,2004,June,Mancherial,Nennal,33.05
547,2005-06-01,2005,June,Mancherial,Nennal,147.0
548,2006-06-01,2006,June,Mancherial,Nennal,67.2
549,2007-06-01,2007,June,Mancherial,Nennal,230.2
550,2008-06-01,2008,June,Mancherial,Nennal,110.8
551,2009-06-01,2009,June,Mancherial,Nennal,63.2
552,2010-06-01,2010,June,Mancherial,Nennal,51.0
553,2011-06-01,2011,June,Mancherial,Nennal,75.2
554,2012-06-01,2012,June,Mancherial,Nennal,49.4
555,2013-06-01,2013,June,Mancherial,Nennal,228.2
556,2014-06-01,2014,June,Mancherial,Nennal,117.6
557,2015-06-01,2015,June,Mancherial,Nennal,370.8
558,2016-06-01,2016,June,Mancherial,Nennal,174.0
559,2004-06-01,2004,June,Mancherial,Bellampalle,73.9
560,2005-06-01,2005,June,Mancherial,Bellampalle,158.1
561,2006-06-01,2006,June,Mancherial,Bellampalle,51.8
562,2007-06-01,2007,June,Mancherial,Bellampalle,196.8
563,2008-06-01,2008,June,Mancherial,Bellampalle,94.6
564,2009-06-01,2009,June,Mancherial,Bellampalle,117.0
565,2010-06-01,2010,June,Mancherial,Bellampalle,86.6
566,2011-06-01,2011,June,Mancherial,Bellampalle,80.2
567,2012-06-01,2012,June,Mancherial,Bellampalle,162.4
568,2013-06-01,2013,June,Mancherial,Bellampalle,199.2
569,2014-06-01,2014,June,Mancherial,Bellampalle,70.6
570,2015-06-01,2015,June,Mancherial,Bellampalle,348.6
571,2016-06-01,2016,June,Mancherial,Bellampalle,225.8
572,2004-06-01,2004,June,Mancherial,Mandamarri,73.0
573,2005-06-01,2005,June,Mancherial,Mandamarri,174.8
574,2006-06-01,2006,June,Mancherial,Mandamarri,63.2
575,2007-06-01,2007,June,Mancherial,Mandamarri,144.8
576,2008-06-01,2008,June,Mancherial,Mandamarri,97.0
577,2009-06-01,2009,June,Mancherial,Mandamarri,104.6
578,2010-06-01,2010,June,Mancherial,Mandamarri,60.8
579,2011-06-01,2011,June,Mancherial,Mandamarri,55.2
580,2012-06-01,2012,June,Mancherial,Mandamarri,34.8
581,2013-06-01,2013,June,Mancherial,Mandamarri,251.8
582,2014-06-01,2014,June,Mancherial,Mandamarri,38.6
583,2015-06-01,2015,June,Mancherial,Mandamarri,174.4
584,2016-06-01,2016,June,Mancherial,Mandamarri,233.2
585,2004-06-01,2004,June,Mancherial,Mancherial,50.4
586,2005-06-01,2005,June,Mancherial,Mancherial,183.7
587,2006-06-01,2006,June,Mancherial,Mancherial,62.7
588,2007-06-01,2007,June,Mancherial,Mancherial,123.2
589,2008-06-01,2008,June,Mancherial,Mancherial,174.8
590,2009-06-01,2009,June,Mancherial,Mancherial,78.2
591,2010-06-01,2010,June,Mancherial,Mancherial,33.05
592,2011-06-01,2011,June,Mancherial,Mancherial,84.8
593,2012-06-01,2012,June,Mancherial,Mancherial,93.0
594,2013-06-01,2013,June,Mancherial,Mancherial,308.8
595,2014-06-01,2014,June,Mancherial,Mancherial,75.2
596,2015-06-01,2015,June,Mancherial,Mancherial,216.4
597,2016-06-01,2016,June,Mancherial,Mancherial,262.4
598,2004-06-01,2004,June,Mancherial,Naspur,50.4
599,2005-06-01,2005,June,Mancherial,Naspur,183.7
600,2006-06-01,2006,June,Mancherial,Naspur,62.7
601,2007-06-01,2007,June,Mancherial,Naspur,123.2
602,2008-06-01,2008,June,Mancherial,Naspur,174.8
603,2009-06-01,2009,June,Mancherial,Naspur,78.2
604,2010-06-01,2010,June,Mancherial,Naspur,33.05
605,2011-06-01,2011,June,Mancherial,Naspur,84.8
606,2012-06-01,2012,June,Mancherial,Naspur,93.0
607,2013-06-01,2013,June,Mancherial,Naspur,308.8
608,2014-06-01,2014,June,Mancherial,Naspur,75.2
609,2015-06-01,2015,June,Mancherial,Naspur,216.4
610,2016-06-01,2016,June,Mancherial,Naspur,262.4
611,2004-06-01,2004,June,Mancherial,Jaipur,33.05
612,2005-06-01,2005,June,Mancherial,Jaipur,125.8
613,2006-06-01,2006,June,Mancherial,Jaipur,60.0
614,2007-06-01,2007,June,Mancherial,Jaipur,105.8
615,2008-06-01,2008,June,Mancherial,Jaipur,104.8
616,2009-06-01,2009,June,Mancherial,Jaipur,47.0
617,2010-06-01,2010,June,Mancherial,Jaipur,33.05
618,2011-06-01,2011,June,Mancherial,Jaipur,63.6
619,2012-06-01,2012,June,Mancherial,Jaipur,114.4
620,2013-06-01,2013,June,Mancherial,Jaipur,270.6
621,2014-06-01,2014,June,Mancherial,Jaipur,33.05
622,2015-06-01,2015,June,Mancherial,Jaipur,333.2
623,2016-06-01,2016,June,Mancherial,Jaipur,198.0
624,2004-06-01,2004,June,Mancherial,Bhimaram,33.05
625,2005-06-01,2005,June,Mancherial,Bhimaram,125.8
626,2006-06-01,2006,June,Mancherial,Bhimaram,60.0
627,2007-06-01,2007,June,Mancherial,Bhimaram,105.8
628,2008-06-01,2008,June,Mancherial,Bhimaram,104.8
629,2009-06-01,2009,June,Mancherial,Bhimaram,47.0
630,2010-06-01,2010,June,Mancherial,Bhimaram,33.05
631,2011-06-01,2011,June,Mancherial,Bhimaram,63.6
632,2012-06-01,2012,June,Mancherial,Bhimaram,114.4
633,2013-06-01,2013,June,Mancherial,Bhimaram,270.6
634,2014-06-01,2014,June,Mancherial,Bhimaram,33.05
635,2015-06-01,2015,June,Mancherial,Bhimaram,333.2
636,2016-06-01,2016,June,Mancherial,Bhimaram,198.0
637,2004-06-01,2004,June,Mancherial,Chennur,33.05
638,2005-06-01,2005,June,Mancherial,Chennur,125.8
639,2006-06-01,2006,June,Mancherial,Chennur,34.2
640,2007-06-01,2007,June,Mancherial,Chennur,264.2
641,2008-06-01,2008,June,Mancherial,Chennur,238.6
642,2009-06-01,2009,June,Mancherial,Chennur,95.0
643,2010-06-01,2010,June,Mancherial,Chennur,33.05
644,2011-06-01,2011,June,Mancherial,Chennur,48.4
645,2012-06-01,2012,June,Mancherial,Chennur,83.2
646,2013-06-01,2013,June,Mancherial,Chennur,312.4
647,2014-06-01,2014,June,Mancherial,Chennur,52.2
648,2015-06-01,2015,June,Mancherial,Chennur,336.6
649,2016-06-01,2016,June,Mancherial,Chennur,181.2
650,2004-06-01,2004,June,Mancherial,Kotapalle,33.3
651,2005-06-01,2005,June,Mancherial,Kotapalle,33.05
652,2006-06-01,2006,June,Mancherial,Kotapalle,34.2
653,2007-06-01,2007,June,Mancherial,Kotapalle,182.8
654,2008-06-01,2008,June,Mancherial,Kotapalle,158.4
655,2009-06-01,2009,June,Mancherial,Kotapalle,103.8
656,2010-06-01,2010,June,Mancherial,Kotapalle,33.05
657,2011-06-01,2011,June,Mancherial,Kotapalle,73.6
658,2012-06-01,2012,June,Mancherial,Kotapalle,141.0
659,2013-06-01,2013,June,Mancherial,Kotapalle,259.2
660,2014-06-01,2014,June,Mancherial,Kotapalle,122.6
661,2015-06-01,2015,June,Mancherial,Kotapalle,353.4
662,2016-06-01,2016,June,Mancherial,Kotapalle,269.0
663,2004-06-01,2004,June,Nirmal,Kubeer,38.0
664,2005-06-01,2005,June,Nirmal,Kubeer,71.0
665,2006-06-01,2006,June,Nirmal,Kubeer,201.0
666,2007-06-01,2007,June,Nirmal,Kubeer,120.6
667,2008-06-01,2008,June,Nirmal,Kubeer,104.4
668,2009-06-01,2009,June,Nirmal,Kubeer,45.0
669,2010-06-01,2010,June,Nirmal,Kubeer,134.0
670,2011-06-01,2011,June,Nirmal,Kubeer,57.0
671,2012-06-01,2012,June,Nirmal,Kubeer,207.4
672,2013-06-01,2013,June,Nirmal,Kubeer,230.8
673,2014-06-01,2014,June,Nirmal,Kubeer,73.2
674,2015-06-01,2015,June,Nirmal,Kubeer,170.6
675,2016-06-01,2016,June,Nirmal,Kubeer,411.45
676,2004-06-01,2004,June,Nirmal,Tanur,120.4
677,2005-06-01,2005,June,Nirmal,Tanur,85.6
678,2006-06-01,2006,June,Nirmal,Tanur,137.2
679,2007-06-01,2007,June,Nirmal,Tanur,134.3
680,2008-06-01,2008,June,Nirmal,Tanur,183.8
681,2009-06-01,2009,June,Nirmal,Tanur,100.6
682,2010-06-01,2010,June,Nirmal,Tanur,43.4
683,2011-06-01,2011,June,Nirmal,Tanur,54.8
684,2012-06-01,2012,June,Nirmal,Tanur,185.2
685,2013-06-01,2013,June,Nirmal,Tanur,322.0
686,2014-06-01,2014,June,Nirmal,Tanur,33.05
687,2015-06-01,2015,June,Nirmal,Tanur,168.2
688,2016-06-01,2016,June,Nirmal,Tanur,388.6
689,2004-06-01,2004,June,Nirmal,Basar,202.0
690,2005-06-01,2005,June,Nirmal,Basar,74.4
691,2006-06-01,2006,June,Nirmal,Basar,159.2
692,2007-06-01,2007,June,Nirmal,Basar,157.5
693,2008-06-01,2008,June,Nirmal,Basar,188.6
694,2009-06-01,2009,June,Nirmal,Basar,71.0
695,2010-06-01,2010,June,Nirmal,Basar,71.0
696,2011-06-01,2011,June,Nirmal,Basar,47.2
697,2012-06-01,2012,June,Nirmal,Basar,119.8
698,2013-06-01,2013,June,Nirmal,Basar,223.4
699,2014-06-01,2014,June,Nirmal,Basar,56.4
700,2015-06-01,2015,June,Nirmal,Basar,212.6
701,2016-06-01,2016,June,Nirmal,Basar,375.8
702,2004-06-01,2004,June,Nirmal,Mudhole,202.0
703,2005-06-01,2005,June,Nirmal,Mudhole,74.4
704,2006-06-01,2006,June,Nirmal,Mudhole,159.2
705,2007-06-01,2007,June,Nirmal,Mudhole,157.5
706,2008-06-01,2008,June,Nirmal,Mudhole,188.6
707,2009-06-01,2009,June,Nirmal,Mudhole,71.0
708,2010-06-01,2010,June,Nirmal,Mudhole,71.0
709,2011-06-01,2011,June,Nirmal,Mudhole,47.2
710,2012-06-01,2012,June,Nirmal,Mudhole,119.8
711,2013-06-01,2013,June,Nirmal,Mudhole,223.4
712,2014-06-01,2014,June,Nirmal,Mudhole,56.4
713,2015-06-01,2015,June,Nirmal,Mudhole,212.6
714,2016-06-01,2016,June,Nirmal,Mudhole,375.8
715,2004-06-01,2004,June,Nirmal,Bhainsa,142.6
716,2005-06-01,2005,June,Nirmal,Bhainsa,152.5
717,2006-06-01,2006,June,Nirmal,Bhainsa,173.4
718,2007-06-01,2007,June,Nirmal,Bhainsa,160.8
719,2008-06-01,2008,June,Nirmal,Bhainsa,35.4
720,2009-06-01,2009,June,Nirmal,Bhainsa,93.4
721,2010-06-01,2010,June,Nirmal,Bhainsa,111.4
722,2011-06-01,2011,June,Nirmal,Bhainsa,79.6
723,2012-06-01,2012,June,Nirmal,Bhainsa,179.0
724,2013-06-01,2013,June,Nirmal,Bhainsa,233.6
725,2014-06-01,2014,June,Nirmal,Bhainsa,73.2
726,2015-06-01,2015,June,Nirmal,Bhainsa,317.4
727,2016-06-01,2016,June,Nirmal,Bhainsa,411.45
728,2004-06-01,2004,June,Nirmal,Kuntala,36.6
729,2005-06-01,2005,June,Nirmal,Kuntala,48.6
730,2006-06-01,2006,June,Nirmal,Kuntala,228.7
731,2007-06-01,2007,June,Nirmal,Kuntala,124.8
732,2008-06-01,2008,June,Nirmal,Kuntala,171.4
733,2009-06-01,2009,June,Nirmal,Kuntala,33.05
734,2010-06-01,2010,June,Nirmal,Kuntala,85.2
735,2011-06-01,2011,June,Nirmal,Kuntala,40.6
736,2012-06-01,2012,June,Nirmal,Kuntala,62.4
737,2013-06-01,2013,June,Nirmal,Kuntala,293.3
738,2014-06-01,2014,June,Nirmal,Kuntala,44.2
739,2015-06-01,2015,June,Nirmal,Kuntala,224.8
740,2016-06-01,2016,June,Nirmal,Kuntala,411.45
741,2004-06-01,2004,June,Nirmal,Narsapur_G,36.6
742,2005-06-01,2005,June,Nirmal,Narsapur_G,48.6
743,2006-06-01,2006,June,Nirmal,Narsapur_G,228.7
744,2007-06-01,2007,June,Nirmal,Narsapur_G,124.8
745,2008-06-01,2008,June,Nirmal,Narsapur_G,171.4
746,2009-06-01,2009,June,Nirmal,Narsapur_G,33.05
747,2010-06-01,2010,June,Nirmal,Narsapur_G,85.2
748,2011-06-01,2011,June,Nirmal,Narsapur_G,40.6
749,2012-06-01,2012,June,Nirmal,Narsapur_G,62.4
750,2013-06-01,2013,June,Nirmal,Narsapur_G,293.3
751,2014-06-01,2014,June,Nirmal,Narsapur_G,44.2
752,2015-06-01,2015,June,Nirmal,Narsapur_G,224.8
753,2016-06-01,2016,June,Nirmal,Narsapur_G,411.45
754,2004-06-01,2004,June,Nirmal,Lokeswaram,33.2
755,2005-06-01,2005,June,Nirmal,Lokeswaram,155.4
756,2006-06-01,2006,June,Nirmal,Lokeswaram,184.6
757,2007-06-01,2007,June,Nirmal,Lokeswaram,93.6
758,2008-06-01,2008,June,Nirmal,Lokeswaram,129.8
759,2009-06-01,2009,June,Nirmal,Lokeswaram,40.2
760,2010-06-01,2010,June,Nirmal,Lokeswaram,61.4
761,2011-06-01,2011,June,Nirmal,Lokeswaram,33.05
762,2012-06-01,2012,June,Nirmal,Lokeswaram,138.2
763,2013-06-01,2013,June,Nirmal,Lokeswaram,290.2
764,2014-06-01,2014,June,Nirmal,Lokeswaram,38.2
765,2015-06-01,2015,June,Nirmal,Lokeswaram,250.0
766,2016-06-01,2016,June,Nirmal,Lokeswaram,337.4
767,2004-06-01,2004,June,Nirmal,Dilawarpur,33.05
768,2005-06-01,2005,June,Nirmal,Dilawarpur,126.1
769,2006-06-01,2006,June,Nirmal,Dilawarpur,166.1
770,2007-06-01,2007,June,Nirmal,Dilawarpur,124.4
771,2008-06-01,2008,June,Nirmal,Dilawarpur,153.0
772,2009-06-01,2009,June,Nirmal,Dilawarpur,48.0
773,2010-06-01,2010,June,Nirmal,Dilawarpur,94.0
774,2011-06-01,2011,June,Nirmal,Dilawarpur,46.4
775,2012-06-01,2012,June,Nirmal,Dilawarpur,33.05
776,2013-06-01,2013,June,Nirmal,Dilawarpur,319.0
777,2014-06-01,2014,June,Nirmal,Dilawarpur,68.2
778,2015-06-01,2015,June,Nirmal,Dilawarpur,333.8
779,2016-06-01,2016,June,Nirmal,Dilawarpur,411.45
780,2004-06-01,2004,June,Nirmal,Sarangapur,34.0
781,2005-06-01,2005,June,Nirmal,Sarangapur,142.2
782,2006-06-01,2006,June,Nirmal,Sarangapur,188.6
783,2007-06-01,2007,June,Nirmal,Sarangapur,112.2
784,2008-06-01,2008,June,Nirmal,Sarangapur,139.8
785,2009-06-01,2009,June,Nirmal,Sarangapur,133.0
786,2010-06-01,2010,June,Nirmal,Sarangapur,87.2
787,2011-06-01,2011,June,Nirmal,Sarangapur,116.4
788,2012-06-01,2012,June,Nirmal,Sarangapur,60.0
789,2013-06-01,2013,June,Nirmal,Sarangapur,406.0
790,2014-06-01,2014,June,Nirmal,Sarangapur,39.6
791,2015-06-01,2015,June,Nirmal,Sarangapur,334.4
792,2016-06-01,2016,June,Nirmal,Sarangapur,329.6
793,2004-06-01,2004,June,Nirmal,Nirmal,35.4
794,2005-06-01,2005,June,Nirmal,Nirmal,126.1
795,2006-06-01,2006,June,Nirmal,Nirmal,139.6
796,2007-06-01,2007,June,Nirmal,Nirmal,195.8
797,2008-06-01,2008,June,Nirmal,Nirmal,116.2
798,2009-06-01,2009,June,Nirmal,Nirmal,90.6
799,2010-06-01,2010,June,Nirmal,Nirmal,132.6
800,2011-06-01,2011,June,Nirmal,Nirmal,53.6
801,2012-06-01,2012,June,Nirmal,Nirmal,65.8
802,2013-06-01,2013,June,Nirmal,Nirmal,369.6
803,2014-06-01,2014,June,Nirmal,Nirmal,57.8
804,2015-06-01,2015,June,Nirmal,Nirmal,277.8
805,2016-06-01,2016,June,Nirmal,Nirmal,370.2
806,2004-06-01,2004,June,Nirmal,Nirmal_Rural,35.4
807,2005-06-01,2005,June,Nirmal,Nirmal_Rural,126.1
808,2006-06-01,2006,June,Nirmal,Nirmal_Rural,139.6
809,2007-06-01,2007,June,Nirmal,Nirmal_Rural,195.8
810,2008-06-01,2008,June,Nirmal,Nirmal_Rural,116.2
811,2009-06-01,2009,June,Nirmal,Nirmal_Rural,90.6
812,2010-06-01,2010,June,Nirmal,Nirmal_Rural,132.6
813,2011-06-01,2011,June,Nirmal,Nirmal_Rural,53.6
814,2012-06-01,2012,June,Nirmal,Nirmal_Rural,65.8
815,2013-06-01,2013,June,Nirmal,Nirmal_Rural,369.6
816,2014-06-01,2014,June,Nirmal,Nirmal_Rural,57.8
817,2015-06-01,2015,June,Nirmal,Nirmal_Rural,277.8
818,2016-06-01,2016,June,Nirmal,Nirmal_Rural,370.2
819,2004-06-01,2004,June,Nirmal,Soan,35.4
820,2005-06-01,2005,June,Nirmal,Soan,126.1
821,2006-06-01,2006,June,Nirmal,Soan,139.6
822,2007-06-01,2007,June,Nirmal,Soan,195.8
823,2008-06-01,2008,June,Nirmal,Soan,116.2
824,2009-06-01,2009,June,Nirmal,Soan,90.6
825,2010-06-01,2010,June,Nirmal,Soan,132.6
826,2011-06-01,2011,June,Nirmal,Soan,53.6
827,2012-06-01,2012,June,Nirmal,Soan,65.8
828,2013-06-01,2013,June,Nirmal,Soan,369.6
829,2014-06-01,2014,June,Nirmal,Soan,57.8
830,2015-06-01,2015,June,Nirmal,Soan,277.8
831,2016-06-01,2016,June,Nirmal,Soan,370.2
832,2004-06-01,2004,June,Nirmal,Laxmanchanda,36.0
833,2005-06-01,2005,June,Nirmal,Laxmanchanda,187.7
834,2006-06-01,2006,June,Nirmal,Laxmanchanda,119.8
835,2007-06-01,2007,June,Nirmal,Laxmanchanda,124.9
836,2008-06-01,2008,June,Nirmal,Laxmanchanda,128.0
837,2009-06-01,2009,June,Nirmal,Laxmanchanda,78.0
838,2010-06-01,2010,June,Nirmal,Laxmanchanda,131.4
839,2011-06-01,2011,June,Nirmal,Laxmanchanda,44.4
840,2012-06-01,2012,June,Nirmal,Laxmanchanda,70.0
841,2013-06-01,2013,June,Nirmal,Laxmanchanda,340.2
842,2014-06-01,2014,June,Nirmal,Laxmanchanda,35.0
843,2015-06-01,2015,June,Nirmal,Laxmanchanda,258.8
844,2016-06-01,2016,June,Nirmal,Laxmanchanda,178.6
845,2004-06-01,2004,June,Nirmal,Mamda,58.2
846,2005-06-01,2005,June,Nirmal,Mamda,33.1
847,2006-06-01,2006,June,Nirmal,Mamda,86.0
848,2007-06-01,2007,June,Nirmal,Mamda,136.0
849,2008-06-01,2008,June,Nirmal,Mamda,71.8
850,2009-06-01,2009,June,Nirmal,Mamda,111.0
851,2010-06-01,2010,June,Nirmal,Mamda,115.0
852,2011-06-01,2011,June,Nirmal,Mamda,99.4
853,2012-06-01,2012,June,Nirmal,Mamda,52.6
854,2013-06-01,2013,June,Nirmal,Mamda,270.4
855,2014-06-01,2014,June,Nirmal,Mamda,47.4
856,2015-06-01,2015,June,Nirmal,Mamda,218.6
857,2016-06-01,2016,June,Nirmal,Mamda,157.4
858,2004-06-01,2004,June,Nirmal,Pembi,47.2
859,2005-06-01,2005,June,Nirmal,Pembi,121.9
860,2006-06-01,2006,June,Nirmal,Pembi,126.6
861,2007-06-01,2007,June,Nirmal,Pembi,179.6
862,2008-06-01,2008,June,Nirmal,Pembi,113.4
863,2009-06-01,2009,June,Nirmal,Pembi,96.2
864,2010-06-01,2010,June,Nirmal,Pembi,92.6
865,2011-06-01,2011,June,Nirmal,Pembi,88.6
866,2012-06-01,2012,June,Nirmal,Pembi,70.2
867,2013-06-01,2013,June,Nirmal,Pembi,290.7
868,2014-06-01,2014,June,Nirmal,Pembi,114.8
869,2015-06-01,2015,June,Nirmal,Pembi,169.4
870,2016-06-01,2016,June,Nirmal,Pembi,222.8
871,2004-06-01,2004,June,Nirmal,Khanpur,47.2
872,2005-06-01,2005,June,Nirmal,Khanpur,121.9
873,2006-06-01,2006,June,Nirmal,Khanpur,126.6
874,2007-06-01,2007,June,Nirmal,Khanpur,179.6
875,2008-06-01,2008,June,Nirmal,Khanpur,113.4
876,2009-06-01,2009,June,Nirmal,Khanpur,96.2
877,2010-06-01,2010,June,Nirmal,Khanpur,92.6
878,2011-06-01,2011,June,Nirmal,Khanpur,88.6
879,2012-06-01,2012,June,Nirmal,Khanpur,70.2
880,2013-06-01,2013,June,Nirmal,Khanpur,290.7
881,2014-06-01,2014,June,Nirmal,Khanpur,114.8
